# ANNOTATION label vol Imax Iavg Istd lx2 ly2 lz2 Rg asph acyl kappa Lmax Lmin Vrs Vre
1 1.4274800000000000e+05 5.2700000000000000e+02 3.2219712734222412e+00 1.3965485095977783e+00 2.9477116465568542e-01 3.8779592514038086e+00 2.5141658782958984e+01 4.4941619873046875e+01 8.6000719070434570e+00 3.0431810379028320e+01 2.1263698577880859e+01 2.3128747940063477e-01 2.9595117568969727e+01 2.9564123153686523e+01 9.1926909983158112e-02 1.6999809443950653e-01
0 1.4274900000000000e+05 5.2700000000000000e+02 1.4816873073577881e+00 1.2123501300811768e+00 6.7207954823970795e-02 4.0682969093322754e+00 7.3088665008544922e+00 5.1643081665039062e+01 7.9385290145874023e+00 4.5954502105712891e+01 3.2405698299407959e+00 5.3371894359588623e-01 2.6202014923095703e+01 1.3339047431945801e+01 1.1687691509723663e-01 2.8716373443603516e-01
0 1.4275000000000000e+05 5.2800000000000000e+02 2.6758890151977539e+00 1.6688104867935181e+00 2.2341978549957275e-01 1.0183631181716919e+00 2.2317283153533936e+00 9.8803649902343750e+01 1.0102165222167969e+01 9.7178604125976562e+01 1.2133651971817017e+00 9.0684741735458374e-01 4.1420314788818359e+01 7.2486267089843750e+00 5.6823603808879852e-02 7.5237059593200684e-01
1 1.4275100000000000e+05 5.2800000000000000e+02 4.1449594497680664e+00 1.8771101236343384e+00 3.6683595180511475e-01 7.0983636379241943e-01 3.2595508098602295e+00 1.0326469421386719e+02 1.0355388641357422e+01 1.0127999877929688e+02 2.5497143268585205e+00 8.9245867729187012e-01 5.1035755157470703e+01 1.0304595947265625e+01 5.2756130695343018e-02 7.2938424348831177e-01
1 1.4275200000000000e+05 5.2800000000000000e+02 1.5109150409698486e+00 1.1804326772689819e+00 7.0853061974048615e-02 5.3669267892837524e-01 1.5436389923095703e+01 8.0622589111328125e+01 9.8283100128173828e+00 7.2636047363281250e+01 1.4899697303771973e+01 5.8328765630722046e-01 3.8245597839355469e+01 1.9974039077758789e+01 6.1707179993391037e-02 4.3624073266983032e-01
1 1.4275300000000000e+05 5.2900000000000000e+02 2.5830907821655273e+00 1.3771728277206421e+00 2.1343211829662323e-01 6.8976402282714844e-01 6.7752618789672852e+00 5.2403892517089844e+01 7.7375006675720215e+00 4.8671379089355469e+01 6.0854978561401367e+00 6.6866236925125122e-01 3.0041179656982422e+01 1.1566337585449219e+01 1.2670443952083588e-01 7.2180014848709106e-01
1 1.4275400000000000e+05 5.3000000000000000e+02 7.2900729179382324e+00 2.1016559600830078e+00 6.3644367456436157e-01 1.1720861196517944e+00 9.4006185531616211e+00 8.3937660217285156e+01 9.7216444015502930e+00 7.8651306152343750e+01 8.2285327911376953e+00 6.9823819398880005e-01 4.8778366088867188e+01 1.6429328918457031e+01 6.4002215862274170e-02 3.7213101983070374e-01
1 1.4275500000000000e+05 5.3000000000000000e+02 6.1913714408874512e+00 1.6535165309906006e+00 5.9402465820312500e-01 1.3213642835617065e+00 3.8295645713806152e+00 2.0200518798828125e+02 1.4392918586730957e+01 1.9942971801757812e+02 2.5082001686096191e+00 9.2690616846084595e-01 5.2530715942382812e+01 1.0191908836364746e+01 1.9722750410437584e-02 3.5396882891654968e-01
1 1.4275600000000000e+05 5.3100000000000000e+02 8.0517854690551758e+00 2.0686378479003906e+00 7.4784737825393677e-01 7.6961791515350342e-01 2.7387623786926270e+00 1.5112826538085938e+02 1.2435297966003418e+01 1.4937406921386719e+02 1.9691443443298340e+00 9.3321609497070312e-01 4.7906894683837891e+01 7.7858161926269531e+00 3.0638266354799271e-02 6.3527727127075195e-01
1 1.4275700000000000e+05 5.3100000000000000e+02 1.3987007141113281e+00 1.0994737148284912e+00 4.9618698656558990e-02 1.5715605020523071e+00 6.9965872764587402e+00 3.0990716552734375e+02 1.7845876693725586e+01 3.0562310791015625e+02 5.4250268936157227e+00 9.2113524675369263e-01 6.8492324829101562e+01 1.1669889450073242e+01 1.0366188362240791e-02 1.9423450529575348e-01
1 1.4275800000000000e+05 5.3100000000000000e+02 2.9619970321655273e+00 1.4120955467224121e+00 2.7207121253013611e-01 9.6063119173049927e-01 7.7209706306457520e+00 5.2495243072509766e+01 7.8215627670288086e+00 4.8154441833496094e+01 6.7603392601013184e+00 6.2874013185501099e-01 3.3408885955810547e+01 1.2517081260681152e+01 1.2312668561935425e-01 5.7461458444595337e-01
0 1.4275900000000000e+05 5.3100000000000000e+02 1.6975235939025879e+00 1.2558702230453491e+00 1.0898212343454361e-01 3.9447991847991943e+00 1.5238692283630371e+01 1.1016088104248047e+02 1.1372966766357422e+01 1.0056912994384766e+02 1.1293893814086914e+01 6.1027109622955322e-01 4.0470485687255859e+01 1.7267621994018555e+01 4.0050826966762543e-02 1.3933201134204865e-01
0 1.4276000000000000e+05 5.3200000000000000e+02 1.2752563953399658e+00 1.1362271308898926e+00 4.4700391590595245e-02 1.1305226087570190e+00 2.5866422653198242e+00 1.3302018737792969e+02 1.1693474769592285e+01 1.3116160583496094e+02 1.4561196565628052e+00 9.2019373178482056e-01 4.4619781494140625e+01 7.6328091621398926e+00 3.6916382610797882e-02 5.7597208023071289e-01
0 1.4276100000000000e+05 5.3200000000000000e+02 1.1755731105804443e+00 1.0930788516998291e+00 2.7233162894845009e-02 4.7469344139099121e+00 1.3871426582336426e+01 1.3042973327636719e+02 1.2208525657653809e+01 1.2112055206298828e+02 9.1244916915893555e+00 6.6317391395568848e-01 4.2825225830078125e+01 2.0953100204467773e+01 3.2438464462757111e-02 1.2257800251245499e-01
1 1.4276200000000000e+05 5.3200000000000000e+02 2.1980330944061279e+00 1.2543474435806274e+00 1.5068139135837555e-01 2.9701232910156250e+00 3.9583263397216797e+00 9.0451240539550781e+01 9.8681144714355469e+00 8.6987014770507812e+01 9.8820281028747559e-01 7.9802066087722778e-01 3.7475563049316406e+01 1.0758922576904297e+01 6.1425302177667618e-02 3.4835150837898254e-01
0 1.4276300000000000e+05 5.3200000000000000e+02 1.4251765012741089e+00 1.1628144979476929e+00 6.1375942081212997e-02 4.7705025672912598e+00 9.2287874221801758e+00 2.3183422851562500e+02 1.5679079055786133e+01 2.2483457946777344e+02 4.4582848548889160e+00 8.3670443296432495e-01 5.5943580627441406e+01 1.3337970733642578e+01 1.5313985757529736e-02 1.1244103312492371e-01
1 1.4276400000000000e+05 5.3400000000000000e+02 6.0672307014465332e+00 1.9160162210464478e+00 5.2717864513397217e-01 2.6784632205963135e+00 1.1388487815856934e+01 7.1583168029785156e+01 9.2547349929809570e+00 6.4549697875976562e+01 8.7100248336791992e+00 5.7573527097702026e-01 4.1922950744628906e+01 1.6452640533447266e+01 7.4745930731296539e-02 2.4401487410068512e-01
1 1.4276500000000000e+05 5.3400000000000000e+02 2.4689009189605713e+00 1.3885557651519775e+00 2.2039695084095001e-01 1.3881222009658813e+00 6.8508696556091309e+00 5.8149059295654297e+01 8.1478862762451172e+00 5.4029563903808594e+01 5.4627475738525391e+00 6.6742134094238281e-01 3.7307003021240234e+01 1.0739033699035645e+01 1.0953291505575180e-01 4.8488593101501465e-01
0 1.4276600000000000e+05 5.3600000000000000e+02 2.4248018264770508e+00 1.5209999084472656e+00 2.4982777237892151e-01 1.2068526744842529e+00 3.1854071617126465e+00 1.4020678710937500e+02 1.2024933815002441e+01 1.3801065063476562e+02 1.9785544872283936e+00 9.1109007596969604e-01 4.8854557037353516e+01 1.1268179893493652e+01 3.4202270209789276e-02 4.9297747015953064e-01
0 1.4276700000000000e+05 5.3600000000000000e+02 1.3162604570388794e+00 1.1240069866180420e+00 4.1206818073987961e-02 4.0995770692825317e-01 2.7802988052368164e+01 1.1308257293701172e+02 1.1886778831481934e+01 9.8976097106933594e+01 2.7393030166625977e+01 5.1887559890747070e-01 4.0829761505126953e+01 2.7217483520507812e+01 3.5408739000558853e-02 3.1879249215126038e-01
0 1.4276800000000000e+05 5.3800000000000000e+02 2.1348996162414551e+00 1.1781349182128906e+00 1.5348196029663086e-01 7.0541197061538696e-01 1.1743577957153320e+01 3.1820117187500000e+02 1.8183788299560547e+01 3.1197668457031250e+02 1.1038166046142578e+01 8.9107513427734375e-01 7.1326789855957031e+01 1.6196063995361328e+01 9.9281296133995056e-03 2.2375160455703735e-01
2 1.4276900000000000e+05 5.3900000000000000e+02 1.1649032831192017e+00 1.1189289093017578e+00 1.9517768174409866e-02 3.0753495693206787e+00 1.6868604660034180e+01 5.9469768524169922e+01 8.9114379882812500e+00 4.9497791290283203e+01 1.3793255805969238e+01 4.1111639142036438e-01 2.7592838287353516e+01 2.0141420364379883e+01 8.4505252540111542e-02 2.0720975100994110e-01
1 1.4277000000000000e+05 5.3900000000000000e+02 2.6778874397277832e+00 1.6699686050415039e+00 2.4088914692401886e-01 2.4040420055389404e+00 9.4466743469238281e+00 2.1211555480957031e+01 5.7499799728393555e+00 1.5286196708679199e+01 7.0426321029663086e+00 2.4779379367828369e-01 1.9540676116943359e+01 1.9280691146850586e+01 3.1457775831222534e-01 5.2438277006149292e-01
0 1.4277100000000000e+05 5.3900000000000000e+02 1.6926780939102173e+00 1.1700963973999023e+00 7.7833972871303558e-02 2.0263681411743164e+00 2.9584564208984375e+01 8.1288833618164062e+01 1.0625430107116699e+01 6.5483367919921875e+01 2.7558195114135742e+01 3.8110196590423584e-01 3.8250415802001953e+01 2.3304218292236328e+01 4.9852561205625534e-02 1.6486859321594238e-01
1 1.4277200000000000e+05 5.4000000000000000e+02 7.5810203552246094e+00 2.1682391166687012e+00 7.3534715175628662e-01 1.1688400506973267e+00 2.7449412345886230e+00 1.3385412597656250e+02 1.1737457275390625e+01 1.3189723205566406e+02 1.5761011838912964e+00 9.1668844223022461e-01 4.8969058990478516e+01 8.3296327590942383e+00 3.7051852792501450e-02 5.5640393495559692e-01
0 1.4277300000000000e+05 5.4100000000000000e+02 2.1523604393005371e+00 1.1919157505035400e+00 1.5607157349586487e-01 1.9140344858169556e+00 3.3562824249267578e+01 1.0083151245117188e+02 1.1675117492675781e+01 8.3093086242675781e+01 3.1648788452148438e+01 4.1204017400741577e-01 3.4503620147705078e+01 2.5394214630126953e+01 3.7718269973993301e-02 1.4353287220001221e-01
1 1.4277400000000000e+05 5.4100000000000000e+02 3.5687625408172607e+00 1.7481163740158081e+00 3.3012148737907410e-01 5.1566681861877441e+00 6.7586841583251953e+00 2.3730678558349609e+01 5.9704298973083496e+00 1.7773002624511719e+01 1.6020158529281616e+00 2.5011378526687622e-01 2.3224893569946289e+01 1.5934222221374512e+01 2.8204524517059326e-01 4.0168249607086182e-01
0 1.4277500000000000e+05 5.4200000000000000e+02 1.8412164449691772e+00 1.2655893564224243e+00 1.4727717638015747e-01 7.0945036411285400e-01 1.8057796955108643e+00 4.8694183349609375e+02 2.2123676300048828e+01 4.8568420410156250e+02 1.0963294506072998e+00 9.8464673757553101e-01 7.9472946166992188e+01 8.1019601821899414e+00 5.5534858256578445e-03 4.6336555480957031e-01
0 1.4277600000000000e+05 5.4200000000000000e+02 1.9127963781356812e+00 1.2052081823348999e+00 1.0197900235652924e-01 1.9824728965759277e+00 7.7261147499084473e+00 3.1248794555664062e+02 1.7949832916259766e+01 3.0763363647460938e+02 5.7436418533325195e+00 9.1188377141952515e-01 7.2455146789550781e+01 1.2047134399414062e+01 1.0398155078291893e-02 1.6728416085243225e-01
0 1.4277700000000000e+05 5.4200000000000000e+02 1.6579383611679077e+00 1.1773284673690796e+00 9.1805733740329742e-02 8.8608759641647339e-01 3.0085882186889648e+01 3.0701919555664062e+02 1.8384534835815430e+01 2.9153320312500000e+02 2.9199794769287109e+01 7.4958473443984985e-01 5.9243267059326172e+01 2.5345483779907227e+01 9.6778646111488342e-03 1.2792435288429260e-01
2 1.4277800000000000e+05 5.4300000000000000e+02 1.2090319395065308e+00 1.1311044692993164e+00 2.9501311480998993e-02 5.7303959131240845e-01 4.1557073593139648e+00 1.7910494995117188e+02 1.3558528900146484e+01 1.7674057006835938e+02 3.5826678276062012e+00 9.2460471391677856e-01 6.1326251983642578e+01 9.9042205810546875e+00 2.4171322584152222e-02 5.6141966581344604e-01
0 1.4277900000000000e+05 5.4300000000000000e+02 1.6859654188156128e+00 1.1953293085098267e+00 9.8670765757560730e-02 1.4777110815048218e+00 2.9381267547607422e+01 1.5029705810546875e+02 1.3459422111511230e+01 1.3486756896972656e+02 2.7903556823730469e+01 5.7204878330230713e-01 4.9161514282226562e+01 2.4347574234008789e+01 2.4709211662411690e-02 1.4353273808956146e-01
1 1.4278000000000000e+05 5.4400000000000000e+02 6.4401283264160156e+00 2.5361876487731934e+00 4.7484230995178223e-01 1.3459577560424805e+00 5.2212295532226562e+00 5.6766395568847656e+01 7.9582400321960449e+00 5.3482803344726562e+01 3.8752717971801758e+00 7.1592402458190918e-01 3.7538818359375000e+01 1.0833661079406738e+01 1.1975291371345520e-01 5.8157742023468018e-01
0 1.4278100000000000e+05 5.4400000000000000e+02 1.8132534027099609e+00 1.2550239562988281e+00 1.1115573346614838e-01 6.8498265743255615e-01 8.6571092605590820e+00 1.4629553222656250e+02 1.2475481033325195e+01 1.4162448120117188e+02 7.9721264839172363e+00 8.3000051975250244e-01 4.1944358825683594e+01 1.9612382888793945e+01 3.1086033210158348e-02 3.9437875151634216e-01
1 1.4278200000000000e+05 5.4400000000000000e+02 3.9828481674194336e+00 1.6111509799957275e+00 3.6919689178466797e-01 9.6437519788742065e-01 5.7956600189208984e+00 7.5436416625976562e+01 9.0662260055541992e+00 7.2056404113769531e+01 4.8312849998474121e+00 7.7108240127563477e-01 4.0927249908447266e+01 1.1084558486938477e+01 8.0994874238967896e-02 5.6570535898208618e-01
2 1.4278300000000000e+05 5.4400000000000000e+02 1.4507569074630737e+00 1.1887905597686768e+00 7.4359431862831116e-02 3.2039873600006104e+00 1.0646906852722168e+01 6.0780559539794922e+01 8.6389493942260742e+00 5.3855113983154297e+01 7.4429187774658203e+00 5.2818638086318970e-01 3.5077018737792969e+01 1.4363825798034668e+01 9.3616910278797150e-02 2.5510314106941223e-01
2 1.4278400000000000e+05 5.4400000000000000e+02 1.5190656185150146e+00 1.1318570375442505e+00 6.4054474234580994e-02 5.6417006254196167e-01 8.5693387985229492e+00 1.6710729980468750e+02 1.3275571823120117e+01 1.6254055786132812e+02 8.0051689147949219e+00 8.5211819410324097e-01 5.4985130310058594e+01 1.7478742599487305e+01 2.5797488167881966e-02 4.0867576003074646e-01
0 1.4278500000000000e+05 5.4600000000000000e+02 1.3408910036087036e+00 1.1738450527191162e+00 4.8517171293497086e-02 3.2765638828277588e+00 2.0186697006225586e+01 3.8966079711914062e+01 7.9012241363525391e+00 2.7234449386596680e+01 1.6910133361816406e+01 2.4533641338348389e-01 2.4432954788208008e+01 1.8639665603637695e+01 1.2281397730112076e-01 2.2964856028556824e-01
1 1.4278600000000000e+05 5.4600000000000000e+02 2.1516301631927490e+00 1.4184751510620117e+00 1.8370242416858673e-01 6.2479043006896973e+00 1.0303183555603027e+01 1.5343063354492188e+01 5.6474909782409668e+00 7.0675196647644043e+00 4.0552797317504883e+00 6.1228413134813309e-02 1.6225809097290039e+01 1.5666190147399902e+01 3.3632901310920715e-01 3.7097108364105225e-01
0 1.4278700000000000e+05 5.4700000000000000e+02 1.2804371118545532e+00 1.1055403947830200e+00 3.4934882074594498e-02 2.3449618816375732e+00 3.4199156761169434e+00 7.4514147949218750e+02 2.7402671813964844e+01 7.4225903320312500e+02 1.0749537944793701e+00 9.7710245847702026e-01 9.7860015869140625e+01 9.6704988479614258e+00 2.9494897462427616e-03 1.5109452605247498e-01
1 1.4278800000000000e+05 5.4700000000000000e+02 2.0554869174957275e+00 1.4374066591262817e+00 1.7068134248256683e-01 7.4838662147521973e-01 5.2803134918212891e+00 5.7514629364013672e+01 7.9714069366455078e+00 5.4500278472900391e+01 4.5319271087646484e+00 7.3944169282913208e-01 2.9820350646972656e+01 1.2694215774536133e+01 1.1981760710477829e-01 7.7475017309188843e-01
0 1.4278900000000000e+05 5.4800000000000000e+02 1.3837023973464966e+00 1.1825300455093384e+00 5.7201452553272247e-02 4.8292150497436523e+00 1.1557467460632324e+01 2.5490917968750000e+02 1.6471061706542969e+01 2.4671585083007812e+02 6.7282524108886719e+00 8.2746553421020508e-01 5.0141513824462891e+01 1.5396862983703613e+01 1.3606739230453968e-02 9.8101258277893066e-02
0 1.4279000000000000e+05 5.4800000000000000e+02 1.9953554868698120e+00 1.3216736316680908e+00 1.3599035143852234e-01 7.0802444219589233e-01 2.1222653388977051e+00 1.8384999084472656e+02 1.3663099288940430e+01 1.8243484497070312e+02 1.4142408370971680e+00 9.5507675409317017e-01 5.2304840087890625e+01 9.6567230224609375e+00 2.3838074877858162e-02 7.0401376485824585e-01
1 1.4279100000000000e+05 5.4800000000000000e+02 3.6342821121215820e+00 1.5463436841964722e+00 3.7304475903511047e-01 1.1805362701416016e+00 8.5828609466552734e+00 5.1383575439453125e+01 7.8196530342102051e+00 4.6501876831054688e+01 7.4023246765136719e+00 5.8934164047241211e-01 3.5031517028808594e+01 1.3093653678894043e+01 1.2716172635555267e-01 5.1282489299774170e-01
0 1.4279200000000000e+05 5.4800000000000000e+02 1.3399091958999634e+00 1.1779260635375977e+00 6.6644467413425446e-02 2.9868905544281006e+00 7.2928214073181152e+00 6.9618957519531250e+01 8.9386053085327148e+00 6.4479103088378906e+01 4.3059306144714355e+00 6.5344494581222534e-01 3.4119503021240234e+01 1.2740201950073242e+01 8.5135266184806824e-02 3.0048009753227234e-01
0 1.4279300000000000e+05 5.4900000000000000e+02 1.3899790048599243e+00 1.1559861898422241e+00 5.1932413130998611e-02 1.2038560867309570e+01 2.9779947280883789e+01 4.8513023376464844e+01 9.5042905807495117e+00 2.7603767395019531e+01 1.7741386413574219e+01 1.2231149524450302e-01 2.5660432815551758e+01 2.5082599639892578e+01 7.0949859917163849e-02 8.8889464735984802e-02
0 1.4279400000000000e+05 5.4900000000000000e+02 1.2715958356857300e+00 1.1335685253143311e+00 4.8262745141983032e-02 2.5652549266815186e+00 1.7802877426147461e+01 1.2922312927246094e+02 1.2230750083923340e+01 1.1903905487060547e+02 1.5237622261047363e+01 6.4101922512054443e-01 4.7696399688720703e+01 2.1013069152832031e+01 3.3292874693870544e-02 1.5259778499603271e-01
1 1.4279500000000000e+05 5.5000000000000000e+02 4.9616208076477051e+00 2.4042608737945557e+00 3.7524092197418213e-01 3.6056451797485352e+00 1.0901151657104492e+01 2.1314613342285156e+01 5.9850993156433105e+00 1.4061215400695801e+01 7.2955069541931152e+00 1.8519404530525208e-01 2.4597909927368164e+01 1.5580058097839355e+01 2.8463408350944519e-01 4.0574449300765991e-01
0 1.4279600000000000e+05 5.5000000000000000e+02 1.3854880332946777e+00 1.1109392642974854e+00 4.7795787453651428e-02 4.9440989494323730e+00 3.9944923400878906e+01 1.0998886871337891e+02 1.2444994926452637e+01 8.7544357299804688e+01 3.5000823974609375e+01 3.5780841112136841e-01 3.8647392272949219e+01 2.2775224685668945e+01 3.1660430133342743e-02 7.9683855175971985e-02
0 1.4279700000000000e+05 5.5000000000000000e+02 1.6514060497283936e+00 1.2169822454452515e+00 8.2270182669162750e-02 1.9462476968765259e+00 8.3848867416381836e+00 1.8622320556640625e+02 1.4019783973693848e+01 1.8105763244628906e+02 6.4386391639709473e+00 8.4933716058731079e-01 4.6551319122314453e+01 2.3148160934448242e+01 2.2145068272948265e-02 2.1303674578666687e-01
0 1.4279800000000000e+05 5.5100000000000000e+02 1.4556872844696045e+00 1.1139233112335205e+00 5.9563606977462769e-02 2.5508813858032227e+00 3.2791595458984375e+01 3.1312213134765625e+02 1.8667205810546875e+01 2.9545089721679688e+02 3.0240713119506836e+01 7.2452324628829956e-01 5.5008880615234375e+01 2.4619617462158203e+01 9.3983551487326622e-03 7.2698377072811127e-02
0 1.4279900000000000e+05 5.5100000000000000e+02 1.6032145023345947e+00 1.1380850076675415e+00 6.9416679441928864e-02 2.3257820606231689e+00 6.3671145439147949e+00 5.9678051757812500e+02 2.4606369018554688e+01 5.9243402099609375e+02 4.0413322448730469e+00 9.5742565393447876e-01 8.2311317443847656e+01 1.1241526603698730e+01 4.1034324094653130e-03 1.2515403330326080e-01
0 1.4280000000000000e+05 5.5200000000000000e+02 1.5104480981826782e+00 1.2505179643630981e+00 6.4745001494884491e-02 9.6307808160781860e-01 1.6997258663177490e+00 1.8190017700195312e+02 1.3585395812988281e+01 1.8056877136230469e+02 7.3664778470993042e-01 9.5719742774963379e-01 4.9732376098632812e+01 6.8828907012939453e+00 2.4426454678177834e-02 6.8305975198745728e-01
0 1.4280100000000000e+05 5.5200000000000000e+02 1.3534212112426758e+01 2.2636573314666748e+00 9.8078668117523193e-01 1.4544034004211426e+00 2.2600665092468262e+00 2.2981056213378906e+02 1.5281525611877441e+01 2.2795332336425781e+02 8.0566316843032837e-01 9.5285993814468384e-01 5.7437141418457031e+01 1.0158241271972656e+01 1.7162367701530457e-02 4.2885199189186096e-01
0 1.4280200000000000e+05 5.5300000000000000e+02 1.6501008272171021e+00 1.2626633644104004e+00 9.9408559501171112e-02 5.0771355628967285e+00 3.2333965301513672e+01 3.7193668365478516e+01 8.6374053955078125e+00 1.8488119125366211e+01 2.7256828308105469e+01 1.6152216494083405e-01 2.5489746093750000e+01 2.1234670639038086e+01 9.5216780900955200e-02 1.5111519396305084e-01
1 1.4280300000000000e+05 5.5300000000000000e+02 7.7466616630554199e+00 1.8736665248870850e+00 7.0443063974380493e-01 7.3551779985427856e-01 1.1887105941772461e+01 1.1484770965576172e+02 1.1290276527404785e+01 1.0853639984130859e+02 1.1151587486267090e+01 7.3073101043701172e-01 4.9847431182861328e+01 1.5957852363586426e+01 4.2633373290300369e-02 3.7263676524162292e-01
1 1.4280400000000000e+05 5.5300000000000000e+02 2.3833451271057129e+00 1.5631490945816040e+00 1.7221987247467041e-01 3.0935304164886475e+00 7.9561409950256348e+00 3.1621007919311523e+01 6.5322799682617188e+00 2.6096172332763672e+01 4.8626108169555664e+00 3.8375931978225708e-01 2.4692773818969727e+01 1.4367352485656738e+01 2.2012484073638916e-01 4.2326778173446655e-01
1 1.4280500000000000e+05 5.5300000000000000e+02 8.2287321090698242e+00 2.2276659011840820e+00 6.4124935865402222e-01 1.6365052461624146e+00 6.3662858009338379e+00 8.6182693481445312e+01 9.7049207687377930e+00 8.2181304931640625e+01 4.7297806739807129e+00 7.6323032379150391e-01 3.5388240814208984e+01 1.3405797004699707e+01 6.7125476896762848e-02 3.9406666159629822e-01
1 1.4280600000000000e+05 5.5500000000000000e+02 2.9490900039672852e+00 1.5672235488891602e+00 2.4783754348754883e-01 1.6770949363708496e+00 8.0391454696655273e+00 4.4527870178222656e+01 7.3650598526000977e+00 3.9669750213623047e+01 6.3620505332946777e+00 5.4514443874359131e-01 2.7880573272705078e+01 1.3037947654724121e+01 1.5413539111614227e-01 4.8367053270339966e-01
0 1.4280700000000000e+05 5.5500000000000000e+02 1.6358629465103149e+00 1.2081512212753296e+00 9.8212748765945435e-02 6.8451523780822754e+00 1.9767183303833008e+01 7.0474601745605469e+01 9.8532705307006836e+00 5.7168434143066406e+01 1.2922032356262207e+01 3.6001586914062500e-01 3.5750564575195312e+01 1.7003280639648438e+01 6.4370967447757721e-02 1.2135819345712662e-01
0 1.4280800000000000e+05 5.5600000000000000e+02 4.0956540107727051e+00 1.6540436744689941e+00 4.0698742866516113e-01 2.4752719402313232e+00 6.0102386474609375e+00 7.8546455383300781e+01 9.3290929794311523e+00 7.4303703308105469e+01 3.5349669456481934e+00 7.3012948036193848e-01 4.3313396453857422e+01 1.1101479530334473e+01 7.5979217886924744e-02 3.4730461239814758e-01
0 1.4280900000000000e+05 5.5700000000000000e+02 4.6884679794311523e+00 1.7578469514846802e+00 4.7920939326286316e-01 1.1096806526184082e+00 2.7236593246459961e+01 1.0210541534423828e+02 1.1421545028686523e+01 8.7932273864746094e+01 2.6126913070678711e+01 4.8444119095802307e-01 4.2205280303955078e+01 2.1247491836547852e+01 4.1478104889392853e-02 2.1409758925437927e-01
0 1.4281000000000000e+05 5.5700000000000000e+02 2.0985970497131348e+00 1.3277184963226318e+00 1.6969138383865356e-01 6.7220121622085571e-01 1.2347803115844727e+00 1.8413339233398438e+02 1.3639661788940430e+01 1.8317990112304688e+02 5.6257903575897217e-01 9.6949219703674316e-01 6.1079669952392578e+01 4.9268569946289062e+00 2.4354692548513412e-02 9.6205699443817139e-01
1 1.4281100000000000e+05 5.5700000000000000e+02 3.9263989925384521e+00 1.5944995880126953e+00 3.5692706704139709e-01 6.7732295989990234e+00 1.0745127677917480e+01 2.9383003234863281e+01 6.8484568595886230e+00 2.0623823165893555e+01 3.9718983173370361e+00 1.9873920083045959e-01 3.1758647918701172e+01 1.4549367904663086e+01 1.9240453839302063e-01 2.5719338655471802e-01
1 1.4281200000000000e+05 5.5700000000000000e+02 2.9831039905548096e+00 1.8762596845626831e+00 2.4791234731674194e-01 2.7135968208312988e+00 8.4794530868530273e+00 3.1318700790405273e+01 6.5201034545898438e+00 2.5722175598144531e+01 5.7658557891845703e+00 3.7989461421966553e-01 2.8330242156982422e+01 1.2699317932128906e+01 2.2296155989170074e-01 4.4305038452148438e-01
2 1.4281300000000000e+05 5.5700000000000000e+02 1.1411720514297485e+00 1.0907696485519409e+00 1.9068296998739243e-02 7.6810997724533081e-01 6.3837552070617676e+00 2.6115939331054688e+02 1.6380208969116211e+01 2.5758346557617188e+02 5.6156454086303711e+00 9.2196184396743774e-01 6.6672630310058594e+01 1.2004148483276367e+01 1.4061612077057362e-02 3.3236014842987061e-01
1 1.4281400000000000e+05 5.5800000000000000e+02 4.5499925613403320e+00 1.6586711406707764e+00 4.2473882436752319e-01 3.6041655540466309e+00 7.4910860061645508e+00 3.7350730895996094e+01 6.9603147506713867e+00 3.1803106307983398e+01 3.8869202136993408e+00 4.3577456474304199e-01 2.7900022506713867e+01 1.0370528221130371e+01 1.8360555171966553e-01 3.7520298361778259e-01
1 1.4281500000000000e+05 5.5800000000000000e+02 4.8380718231201172e+00 1.5683692693710327e+00 4.4433492422103882e-01 2.2952322959899902e+00 1.3276492118835449e+01 9.8422569274902344e+01 1.0676811218261719e+01 9.0636711120605469e+01 1.0981259346008301e+01 6.3914167881011963e-01 4.6951461791992188e+01 1.7561470031738281e+01 5.0868365913629532e-02 2.1756461262702942e-01
1 1.4281600000000000e+05 5.5900000000000000e+02 4.0956926345825195e+00 1.6762566566467285e+00 4.1470059752464294e-01 4.0218038558959961e+00 1.4071632385253906e+01 3.5440322875976562e+01 7.3166766166687012e+00 2.6393602371215820e+01 1.0049828529357910e+01 2.6950749754905701e-01 3.2099407196044922e+01 1.5457437515258789e+01 1.5834650397300720e-01 2.6652422547340393e-01
1 1.4281700000000000e+05 5.5900000000000000e+02 5.8517870903015137e+00 2.0539941787719727e+00 5.0357043743133545e-01 2.7978749275207520e+00 8.7710237503051758e+00 3.8494812011718750e+01 7.0755715370178223e+00 3.2710361480712891e+01 5.9731488227844238e+00 4.3757483363151550e-01 2.9665733337402344e+01 1.4810791015625000e+01 1.7509168386459351e-01 3.8835400342941284e-01
0 1.4281800000000000e+05 5.5900000000000000e+02 1.3314597606658936e+00 1.1490477323532104e+00 6.1166085302829742e-02 1.0082086324691772e+00 3.8777527809143066e+00 2.7219281005859375e+02 1.6645683288574219e+01 2.6974981689453125e+02 2.8695442676544189e+00 9.4787859916687012e-01 8.1017845153808594e+01 1.0991538047790527e+01 1.3447612524032593e-02 3.6590185761451721e-01
